"locus"	"symbol"	"name"	"Length"	"observed"	"expected"	"Gscore"	"Nframeshift"	"Nsynonymous"
"1862"	"DVU_1821"	""	"hypothetical protein"	"756"	"0"	"0.0282874283226126"	"0"	"0"	"0"
"1863"	"DVU_1822"	""	"glutamate synthase"	"1095"	"0"	"0.0409718703879111"	"0"	"0"	"0"
"1864"	"DVU_1823"	""	"glutamate synthase"	"1524"	"0"	"0.0570238634439968"	"0"	"0"	"0"
"1865"	"DVU_1824"	""	"hypothetical protein"	"765"	"0"	"0.0286241834216913"	"0"	"0"	"0"
"1866"	"DVU_1825"	""	"5-methylthioadenosine/S-adenosylhomocysteine deaminase"	"1329"	"0"	"0.0497275029639579"	"0"	"0"	"0"
"1867"	"DVU_1826"	""	"hypothetical protein"	"273"	"0"	"0.0102149046720545"	"0"	"0"	"0"
"1868"	"DVU_1827"	""	"diaminopimelate aminotransferase"	"1224"	"0"	"0.0457986934747061"	"0"	"0"	"0"
"1869"	"DVU_1828"	"gidA"	"tRNA uridine 5-carboxymethylaminomethyl modification protein GidA"	"1890"	"0"	"0.0707185708065315"	"0"	"0"	"0"
"1870"	"DVU_1829"	""	"hypothetical protein"	"156"	"0"	"0.00583708838403117"	"0"	"0"	"0"
"1871"	"DVU_1830"	""	"hypothetical protein"	"1065"	"0"	"0.039849353390982"	"0"	"0"	"0"
"1872"	"DVU_1831"	""	""	"827"	"0"	"0.0309440518820114"	"0"	"0"	"0"
"1873"	"DVU_1832"	""	"hypothetical protein"	"102"	"0"	"0.00381655778955884"	"0"	"0"	"0"
"1875"	"DVU_1834"	""	"pyruvate carboxylase"	"3705"	"0"	"0.13863084912074"	"0"	"0"	"0"
"1876"	"DVU_1835"	""	"biotin--acetyl-CoA-carboxylase ligase"	"933"	"0"	"0.0349102786044941"	"0"	"0"	"0"
"1877"	"DVU_1836"	""	"tRNA nucleotidyltransferase"	"1152"	"0"	"0.0431046526820763"	"0"	"0"	"0"
"1878"	"DVU_1837"	""	"competence protein"	"783"	"0"	"0.0292976936198488"	"0"	"0"	"0"
"1879"	"DVU_1838"	"trxB-2"	"thioredoxin-disulfide reductase"	"924"	"0"	"0.0345735235054154"	"0"	"0"	"0"
"1880"	"DVU_1839"	"trx"	"thioredoxin"	"324"	"0"	"0.012123183566834"	"0"	"0"	"0"
"1881"	"DVU_1840"	""	"glycoprotease metalloendopeptidase"	"1086"	"0"	"0.0406351152888324"	"0"	"0"	"0"
"1882"	"DVU_1841"	"fbp"	"fructose-1,6-bisphosphatase"	"1014"	"0"	"0.0379410744962026"	"0"	"0"	"0"
"1883"	"DVU_1842"	""	"lipoprotein"	"957"	"0"	"0.0358082922020374"	"0"	"0"	"0"
"1884"	"DVU_1843"	""	"hypothetical protein"	"954"	"0"	"0.0356960405023445"	"0"	"0"	"0"
"1885"	"DVU_1844"	""	"septum formation initiator family protein"	"330"	"0"	"0.0123476869662198"	"0"	"0"	"0"
"1886"	"DVU_1845"	""	"hypothetical protein"	"273"	"0"	"0.0102149046720545"	"0"	"0"	"0"
"1887"	"DVU_1846"	"pgsA"	"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase"	"558"	"0"	"0.0208788161428807"	"0"	"0"	"0"
"1888"	"DVU_1847"	""	"hypothetical protein"	"894"	"0"	"0.0334510065084863"	"0"	"0"	"0"
"1889"	"DVU_1848"	""	"hypothetical protein"	"594"	"0"	"0.0222258365391956"	"0"	"0"	"0"
"1890"	"DVU_1849"	"pcm"	"protein-L-isoaspartate O-methyltransferase"	"633"	"0"	"0.0236851086352034"	"0"	"0"	"0"
"1891"	"DVU_1850"	""	"hypothetical protein"	"429"	"0"	"0.0160519930560857"	"0"	"0"	"0"
"1892"	"DVU_1851"	""	"M24/M37 family peptidase"	"1323"	"0"	"0.049502999564572"	"0"	"0"	"0"
"1893"	"DVU_1852"	""	"hypothetical protein"	"612"	"0"	"0.0228993467373531"	"0"	"0"	"0"
"1894"	"DVU_1853"	""	"hypothetical protein"	"297"	"0"	"0.0111129182695978"	"0"	"0"	"0"
"1895"	"DVU_1854"	""	"hypothetical protein"	"693"	"0"	"0.0259301426290615"	"0"	"0"	"0"
"1896"	"DvtmRNA1"	"ssrA"	"10Sa RNA"	"352"	"0"	"0.0131708660973011"	"0"	"0"	"0"
"1897"	"DVU_1855"	""	"integrase, truncation"	"321"	"0"	"0.0120109318671411"	"0"	"0"	"0"
"1898"	"DVU_1856"	""	"hypothetical protein"	"189"	"0"	"0.00707185708065315"	"0"	"0"	"0"
"1899"	"DVU_1857"	""	"methyl-accepting chemotaxis protein"	"2088"	"0"	"0.0781271829862633"	"0"	"0"	"0"
"1900"	"DVU_1858"	""	"cold shock domain-containing protein"	"537"	"0"	"0.0200930542450304"	"0"	"0"	"0"
"1901"	"DVU_1859"	""	"hypothetical protein"	"126"	"0"	"0.0047145713871021"	"0"	"0"	"0"
"1902"	"DVU_1860"	"lnt"	"apolipoprotein N-acyltransferase"	"1509"	"0"	"0.0564626049455323"	"0"	"0"	"0"
"1903"	"DVU_1861"	"prfB"	"peptide chain release factor 2, programmed frameshift"	"1117"	"0"	"0.0417950495189924"	"0"	"0"	"0"
"1905"	"DVU_1863"	""	"flagellar synthesis regulator FleN"	"819"	"0"	"0.0306447140161636"	"0"	"0"	"0"
"1906"	"DVU_1864"	""	"DNA-binding protein HU subunit beta"	"282"	"0"	"0.0105516597711333"	"0"	"0"	"0"
"1907"	"DVU_1865"	""	"hypothetical protein"	"141"	"0"	"0.00527582988556663"	"0"	"0"	"0"
"1908"	"DVU_1866"	""	"hypothetical protein"	"702"	"0"	"0.0262668977281403"	"0"	"0"	"0"
"1909"	"DVU_1867"	"dapF"	"diaminopimelate epimerase"	"849"	"0"	"0.0317672310130927"	"0"	"0"	"0"
"1910"	"DVU_1868"	"dapA"	"4-hydroxy-tetrahydrodipicolinate synthase"	"879"	"0"	"0.0328897480100218"	"0"	"0"	"0"
"1911"	"DVU_1869"	""	"methyl-accepting chemotaxis protein"	"2316"	"0"	"0.0866583121629243"	"0"	"0"	"0"
"1912"	"DVU_1870"	""	"cyclase"	"798"	"0"	"0.0298589521183133"	"0"	"0"	"0"
"1913"	"DVU_1871"	"aspA"	"aspartate ammonia-lyase"	"1407"	"0"	"0.0526460471559734"	"0"	"0"	"0"
"1914"	"DVU_1872"	""	"hypothetical protein"	"426"	"0"	"0.0159397413563928"	"0"	"0"	"0"
"1915"	"DVU_1873"	"ppiB-2"	"peptidyl-prolyl cis-trans isomerase B"	"573"	"0"	"0.0214400746413453"	"0"	"0"	"0"
"1916"	"DVU_1874"	"clpB"	"ATP-dependent Clp protease, ATP-binding subunit ClpB"	"2598"	"0"	"0.0972099719340576"	"0"	"0"	"0"
"1917"	"DVU_1875"	""	"dafA protein"	"318"	"0"	"0.0118986801674482"	"0"	"0"	"0"
"1918"	"DVU_1876"	""	"dnaJ protein"	"951"	"0"	"0.0355837888026516"	"0"	"0"	"0"
"1919"	"DVU_1877"	""	"polysaccharide deacetylase"	"1101"	"0"	"0.0411963737872969"	"0"	"0"	"0"
"1920"	"DVU_1878"	"ltaE"	"threonine aldolase"	"1023"	"0"	"0.0382778295952813"	"0"	"0"	"0"
"1921"	"DVU_1879"	""	"glycosyl transferase family protein"	"1101"	"0"	"0.0411963737872969"	"0"	"0"	"0"
"1922"	"DVU_1880"	""	"hypothetical protein"	"642"	"0"	"0.0240218637342821"	"0"	"0"	"0"
"1923"	"DVU_1881"	""	"phoH family protein"	"1017"	"0"	"0.0380533261958955"	"0"	"0"	"0"
"1924"	"DVU_1882"	""	"HDIG domain-containing protein"	"2361"	"0"	"0.0883420876583179"	"0"	"0"	"0"
"1925"	"DVU_1883"	""	"hypothetical protein"	"489"	"0"	"0.0182970270499439"	"0"	"0"	"0"
"1926"	"DVU_1884"	""	"methyl-accepting chemotaxis protein"	"2403"	"0"	"0.0899136114540186"	"0"	"0"	"0"
"1927"	"DVU_1885"	"gatB"	"aspartyl/glutamyl-tRNA amidotransferase subunit B"	"1431"	"0"	"0.0535440607535167"	"0"	"0"	"0"
"1928"	"DVU_1886"	""	"hypothetical protein"	"678"	"0"	"0.025368884130597"	"0"	"0"	"0"
"1929"	"DVU_1887"	""	"hypothetical protein"	"1743"	"0"	"0.065218237521579"	"0"	"0"	"0"
"1930"	"DVU_1888"	""	"ATP-NAD kinase domain-containing protein"	"900"	"0"	"0.0336755099078721"	"0"	"0"	"0"
"1931"	"DVU_1889"	"gmhA"	"phosphoheptose isomerase"	"627"	"0"	"0.0234606052358176"	"0"	"0"	"0"
"1932"	"DVU_1890"	"hemC"	"porphobilinogen deaminase"	"948"	"0"	"0.0354715371029586"	"0"	"0"	"0"
"1933"	"DVU_1891"	""	"hypothetical protein"	"762"	"0"	"0.0285119317219984"	"0"	"0"	"0"
"1934"	"DVU_1892"	""	"glycosyl transferase group 2 family protein"	"750"	"0"	"0.0280629249232268"	"0"	"0"	"0"
"1935"	"DVU_1893"	""	"ATP-dependent protease"	"2421"	"0"	"0.090587121652176"	"0"	"0"	"0"
"1936"	"DVU_1894"	""	"hypothetical protein"	"219"	"0"	"0.00819437407758222"	"0"	"0"	"0"
"1937"	"DVU_1895"	""	"major facilitator superfamily protein"	"1167"	"0"	"0.0436659111805409"	"0"	"0"	"0"
"1938"	"DVU_1896"	"rpsT"	"30S ribosomal protein S20"	"264"	"0"	"0.00987814957297583"	"0"	"0"	"0"
"1939"	"DVU_1897"	"glyS"	"glycyl-tRNA synthetase subunit beta"	"2091"	"0"	"0.0782394346859563"	"0"	"0"	"0"
"1940"	"DVU_1898"	"glyQ"	"glycyl-tRNA synthetase subunit alpha"	"870"	"0"	"0.0325529929109431"	"0"	"0"	"0"
"1941"	"DVU_1899"	""	"DNA repair protein RecO"	"756"	"0"	"0.0282874283226126"	"0"	"0"	"0"
"1942"	"DVU_1900"	""	"hypothetical protein"	"942"	"0"	"0.0352470337035728"	"0"	"0"	"0"
"1943"	"DVU_1901"	""	"peptidyl-prolyl cis-trans isomerase domain-containing protein"	"1047"	"0"	"0.0391758431928246"	"0"	"0"	"0"
"1944"	"DVU_1902"	""	"hypothetical protein"	"939"	"0"	"0.0351347820038799"	"0"	"0"	"0"
"1945"	"DVU_1903"	"mfd"	"transcription-repair coupling factor"	"3483"	"0"	"0.130324223343465"	"0"	"0"	"0"
"1946"	"DVU_1904"	"cheW-2"	"chemotaxis protein CheW"	"477"	"0"	"0.0178480202511722"	"0"	"0"	"0"
"1947"	"DVU_1905"	""	"hypothetical protein"	"429"	"0"	"0.0160519930560857"	"0"	"0"	"0"
"1948"	"DVU_1906"	""	"hypothetical protein"	"117"	"0"	"0.00437781628802338"	"0"	"0"	"0"
"1949"	"DVU_1907"	"ugd"	"UDP-glucose 6-dehydrogenase"	"1338"	"0"	"0.0500642580630366"	"0"	"0"	"0"
"1950"	"DVU_1908"	"pdxJ"	"pyridoxine 5'-phosphate synthase"	"726"	"0"	"0.0271649113256835"	"0"	"0"	"0"
"1951"	"DVU_1909"	"acpS"	"4'-phosphopantetheinyl transferase"	"375"	"0"	"0.0140314624616134"	"0"	"0"	"0"
"1952"	"DVU_1910"	""	"YjeF-like protein"	"1725"	"0"	"0.0645447273234216"	"0"	"0"	"0"
"1953"	"DVU_1911"	""	"hypothetical protein"	"453"	"0"	"0.016950006653629"	"0"	"0"	"0"
"1954"	"DVU_1912"	""	"hypothetical protein"	"489"	"0"	"0.0182970270499439"	"0"	"0"	"0"
"1955"	"DVU_1913"	""	"aspartate kinase"	"1227"	"0"	"0.045910945174399"	"0"	"0"	"0"
"1956"	"DVU_1914"	""	"alpha-isopropylmalate/homocitrate synthase transferase"	"1617"	"0"	"0.0605036661344769"	"0"	"0"	"0"
"1957"	"DVU_1915"	""	"hypothetical protein"	"276"	"0"	"0.0103271563717475"	"0"	"0"	"0"
"1958"	"DVU_1916"	""	"hypothetical protein"	"132"	"0"	"0.00493907478648791"	"0"	"0"	"0"
"1959"	"DVU_1917"	"hysB"	"periplasmic [NiFeSe] hydrogenase small subunit"	"954"	"0"	"0.0356960405023445"	"0"	"0"	"0"
"1960"	"DVU_1918"	"hysA"	"periplasmic [NiFeSe] hydrogenase large subunit, selenocysteine-containing"	"1533"	"0"	"0.0573606185430755"	"0"	"0"	"0"
"1961"	"DVU_1919"	""	"hydrogenase expression/formation protein"	"471"	"0"	"0.0176235168517864"	"0"	"0"	"0"
"1962"	"DVU_1920"	""	"hypothetical protein"	"126"	"0"	"0.0047145713871021"	"0"	"0"	"0"
"1963"	"DVU_1921"	"hynB-1"	"[NiFe] hydrogenase small subunit"	"954"	"0"	"0.0356960405023445"	"0"	"0"	"0"
"1964"	"DVU_1922"	"hynA-1"	"periplasmic [NiFe] hydrogenase large subunit, isozyme 1"	"1701"	"0"	"0.0636467137258783"	"0"	"0"	"0"
"1965"	"DVU_1923"	"hupD"	"hydrogenase expression/formation protein HupD"	"498"	"0"	"0.0186337821490226"	"0"	"0"	"0"
"1966"	"DVU_1924"	"hypC"	"hydrogenase assembly chaperone HypC/HupF"	"252"	"0"	"0.0094291427742042"	"0"	"0"	"0"
"1967"	"DVU_1925"	""	"GDSL family lipase"	"642"	"0"	"0.0240218637342821"	"0"	"0"	"0"
"1968"	"DVU_1926"	""	"hypothetical protein"	"489"	"0"	"0.0182970270499439"	"0"	"0"	"0"
"1969"	"DVU_1927"	"ileS"	"isoleucyl-tRNA synthetase"	"2817"	"0"	"0.10540434601164"	"0"	"0"	"0"
"1970"	"DVU_1928"	"lspA"	"lipoprotein signal peptidase"	"498"	"0"	"0.0186337821490226"	"0"	"0"	"0"
"1971"	"DVU_1929"	""	"hypothetical protein"	"198"	"0"	"0.00740861217973187"	"0"	"0"	"0"
"1972"	"DVU_1930"	""	"hypothetical protein"	"939"	"0"	"0.0351347820038799"	"0"	"0"	"0"
"1973"	"DVU_1931"	""	"iron-sulfur cluster-binding protein"	"444"	"0"	"0.0166132515545503"	"0"	"0"	"0"
"1974"	"DVU_1932"	"adk"	"adenylate kinase"	"672"	"0"	"0.0251443807312112"	"0"	"0"	"0"
"1975"	"DVU_1933"	""	"PfpI family peptidase"	"522"	"0"	"0.0195317957465658"	"0"	"0"	"0"
"1976"	"DVU_1934"	""	"phosphonate ABC transporter permease"	"801"	"0"	"0.0299712038180062"	"0"	"0"	"0"
"1977"	"DVU_1935"	""	"phosphonate ABC transporter permease"	"798"	"0"	"0.0298589521183133"	"0"	"0"	"0"
"1978"	"DVU_1936"	""	"phosphonate ABC transporter ATP-binding protein"	"798"	"0"	"0.0298589521183133"	"0"	"0"	"0"
"1979"	"DVU_1937"	""	"phosphonate ABC transporter periplasmic phosphonate-binding protein"	"1014"	"0"	"0.0379410744962026"	"0"	"0"	"0"
"1980"	"DVU_1938"	""	"hypothetical protein"	"276"	"0"	"0.0103271563717475"	"0"	"0"	"0"
"1981"	"DVU_1939"	""	"anaerobic glycerol-3-phosphate dehydrogenase subunit B"	"1284"	"0"	"0.0480437274685642"	"0"	"0"	"0"
"1982"	"DVU_1940"	""	"anaerobic glycerol-3-phosphate dehydrogenase subunit A"	"1551"	"0"	"0.058034128741233"	"0"	"0"	"0"
"1983"	"DVU_1941"	""	"HAD family hydrolase"	"768"	"0"	"0.0287364351213842"	"0"	"0"	"0"
"1984"	"DVU_1942"	""	"DAK2 and DegV domain-containing protein"	"1914"	"0"	"0.0716165844040747"	"0"	"0"	"0"
"1985"	"DVU_1943"	""	"hypothetical protein"	"234"	"0"	"0.00875563257604675"	"0"	"0"	"0"
"1986"	"DVU_1944"	""	"pyruvate ferredoxin oxidoreductase, iron-sulfur binding subunit"	"273"	"0"	"0.0102149046720545"	"0"	"0"	"0"
"1987"	"DVU_1945"	""	"2-oxoglutarate ferredoxin oxidoreductase subunit alpha"	"1149"	"0"	"0.0429924009823834"	"0"	"0"	"0"
"1988"	"DVU_1946"	""	"2-oxoglutarate ferredoxin oxidoreductase subunit beta"	"831"	"0"	"0.0310937208149353"	"0"	"0"	"0"
"1989"	"DVU_1947"	""	"pyruvate ferredoxin oxidoreductase subunit gamma"	"624"	"0"	"0.0233483535361247"	"0"	"0"	"0"
"1990"	"DVU_1948"	""	"hypothetical protein"	"291"	"0"	"0.010888414870212"	"0"	"0"	"0"
"1991"	"DVU_1949"	"nifA-1"	"nif-specific regulatory protein"	"1590"	"0"	"0.0594934008372408"	"0"	"0"	"0"
"1992"	"DVU_1950"	""	"indolepyruvate ferredoxin oxidoreductase subunit beta"	"597"	"0"	"0.0223380882388885"	"0"	"0"	"0"
"1993"	"DVU_1951"	""	"indolepyruvate ferredoxin oxidoreductase subunit alpha"	"1851"	"0"	"0.0692592987105237"	"0"	"0"	"0"
"1994"	"DVU_1952"	""	"hypothetical protein"	"696"	"0"	"0.0260423943287545"	"0"	"0"	"0"
"1995"	"DVU_1953"	"proA"	"gamma-glutamyl phosphate reductase"	"1260"	"0"	"0.047145713871021"	"0"	"0"	"0"
"1996"	"DVU_1954"	"nadD"	"nicotinate (nicotinamide) nucleotide adenylyltransferase"	"705"	"0"	"0.0263791494278332"	"0"	"0"	"0"
"1997"	"DVU_1955"	""	"hypothetical protein"	"834"	"0"	"0.0312059725146282"	"0"	"0"	"0"
"1998"	"DVU_1956"	""	"heptosyltransferase"	"1056"	"0"	"0.0395125982919033"	"0"	"0"	"0"
"1999"	"DVU_1957"	""	"hypothetical protein"	"147"	"0"	"0.00550033328495245"	"0"	"0"	"0"
"2000"	"DVU_1958"	""	"sensory box histidine kinase"	"2598"	"0"	"0.0972099719340576"	"0"	"0"	"0"
"2001"	"DVU_1959"	""	"EAL/GGDEF domain-containing protein"	"2394"	"0"	"0.0895768563549399"	"0"	"0"	"0"
"2002"	"DVU_1960"	"cheA-2"	"chemotaxis protein CheA"	"2094"	"0"	"0.0783516863856492"	"0"	"0"	"0"
"2003"	"DVU_1961"	"cheW-3"	"chemotaxis protein CheW"	"504"	"0"	"0.0188582855484084"	"0"	"0"	"0"
"2004"	"DVU_1962"	""	"methyl-accepting chemotaxis protein"	"2163"	"0"	"0.080933475478586"	"0"	"0"	"0"
"2005"	"DVU_1963"	""	"hypothetical protein"	"282"	"0"	"0.0105516597711333"	"0"	"0"	"0"
"2006"	"DVU_1964"	""	"Rrf2 family transcriptional regulator"	"513"	"0"	"0.0191950406474871"	"0"	"0"	"0"
"2007"	"DVU_1965"	""	"hypothetical protein"	"228"	"0"	"0.00853112917666094"	"0"	"0"	"0"
"2008"	"DVU_1966"	""	"hypothetical protein"	"159"	"0"	"0.00594934008372408"	"0"	"0"	"0"
"2009"	"DVU_1967"	""	"Rrf2 family transcriptional regulator"	"522"	"0"	"0.0195317957465658"	"0"	"0"	"0"
"2010"	"DVU_1968"	""	"oxidoreductase"	"1242"	"0"	"0.0464722036728635"	"0"	"0"	"0"
"2011"	"DVU_1969"	""	"hypothetical protein"	"696"	"0"	"0.0260423943287545"	"0"	"0"	"0"
"2012"	"DVU_1970"	""	"response regulator"	"408"	"0"	"0.0152662311582354"	"0"	"0"	"0"
"2013"	"DVU_1971"	""	"hypothetical protein"	"564"	"0"	"0.0211033195422665"	"0"	"0"	"0"
"2014"	"DVU_1972"	""	"hypothetical protein"	"195"	"0"	"0.00729636048003896"	"0"	"0"	"0"
"2015"	"DVU_1973"	""	"rhodanese-like domain-containing protein"	"849"	"0"	"0.0317672310130927"	"0"	"0"	"0"
"2016"	"DVU_1974"	""	"pyridine nucleotide-disulfide oxidoreductase"	"1104"	"0"	"0.0413086254869898"	"0"	"0"	"0"
"2017"	"DVU_1975"	""	"methyl-accepting chemotaxis protein"	"1815"	"0"	"0.0679122783142088"	"0"	"0"	"0"
"2018"	"DVU_1976"	"groEL"	"chaperonin GroEL"	"1644"	"0"	"0.0615139314317131"	"0"	"0"	"0"
"2019"	"DVU_1977"	"groES"	"co-chaperonin GroES"	"288"	"0"	"0.0107761631705191"	"0"	"0"	"0"
"2020"	"DVU_1978"	""	"Na+/H+ antiporter family protein"	"1323"	"0"	"0.049502999564572"	"0"	"0"	"0"
"2021"	"DVU_1979"	""	"ABC transporter ATP-binding protein"	"1926"	"0"	"0.0720655912028464"	"0"	"0"	"0"
"2022"	"DVU_1980"	""	"hypothetical protein"	"393"	"0"	"0.0147049726597708"	"0"	"0"	"0"
"2023"	"DVU_1981"	""	"nucleotide-binding protein"	"492"	"0"	"0.0184092787496368"	"0"	"0"	"0"
"2024"	"DVU_1982"	"rhlE"	"ATP-dependent RNA helicase RhlE"	"1389"	"0"	"0.051972536957816"	"0"	"0"	"0"
"2025"	"DVU_1983"	""	"hypothetical protein"	"1224"	"0"	"0.0457986934747061"	"0"	"0"	"0"
"2026"	"DVU_1984"	"msrA"	"peptide methionine sulfoxide reductase MsrA"	"627"	"0"	"0.0234606052358176"	"0"	"0"	"0"
"2027"	"DVU_1985"	""	"hypothetical protein"	"1257"	"0"	"0.0470334621713281"	"0"	"0"	"0"
"2028"	"DVU_1986"	""	"hypothetical protein"	"432"	"0"	"0.0161642447557786"	"0"	"0"	"0"
"2029"	"DVU_1987"	"uvrA"	"excinuclease ABC subunit A"	"2871"	"0"	"0.107424876606112"	"0"	"0"	"0"
"2030"	"DVU_1988"	""	"hypothetical protein"	"687"	"0"	"0.0257056392296757"	"0"	"0"	"0"
"2031"	"DVU_1989"	""	"hypothetical protein"	"102"	"0"	"0.00381655778955884"	"0"	"0"	"0"
"2032"	"DVU_1990"	""	"hypothetical protein"	"648"	"0"	"0.0242463671336679"	"0"	"0"	"0"
"2033"	"DVU__tRNA-Leu-5"	""	"tRNA-Leu"	"87"	"0"	"0.00325529929109431"	"0"	"0"	"0"
"2034"	"DVU_1991"	""	"hypothetical protein"	"996"	"0"	"0.0372675642980452"	"0"	"0"	"0"
"2035"	"DVU_1992"	""	"antibiotic acetyltransferase"	"645"	"0"	"0.024134115433975"	"0"	"0"	"0"
"2036"	"DVU_1993"	""	"cation transporter E1-E2 family ATPase"	"2754"	"0"	"0.103047060318089"	"0"	"0"	"0"
"2037"	"DVU_1994"	""	"hypothetical protein"	"135"	"0"	"0.00505132648618082"	"0"	"0"	"0"
"2038"	"DVU_1995"	""	"anti-anti-sigma factor"	"330"	"0"	"0.0123476869662198"	"0"	"0"	"0"
"2039"	"DVU_1996"	""	"quaternary ammonium compound-resistance protein QacC"	"330"	"0"	"0.0123476869662198"	"0"	"0"	"0"
"2040"	"DVU_1997"	""	"hypothetical protein"	"102"	"0"	"0.00381655778955884"	"0"	"0"	"0"
"2041"	"DVU_1998"	""	"hypothetical protein"	"165"	"0"	"0.00617384348310989"	"0"	"0"	"0"
"2042"	"DVU_1999"	""	"sulfate transporter family protein"	"2145"	"0"	"0.0802599652804286"	"0"	"0"	"0"
"2043"	"DVU_2000"	""	"hypothetical protein"	"90"	"0"	"0.00336755099078721"	"0"	"0"	"0"
"2044"	"DVU_2001"	""	""	"1262"	"0"	"0.0472205483374829"	"0"	"0"	"0"
"2045"	"DVU_2002"	""	"hypothetical protein"	"423"	"0"	"0.0158274896566999"	"0"	"0"	"0"
"2046"	"DVU_2003"	""	"IS5 family transposase"	"1263"	"0"	"0.0472579655707139"	"0"	"0"	"0"
"2047"	"DVU_2004"	""	"ISDvu4, transposase"	"1050"	"0"	"0.0392880948925175"	"0"	"0"	"0"
"2048"	"DVU_2005"	""	"hypothetical protein"	"102"	"0"	"0.00381655778955884"	"0"	"0"	"0"
"2049"	"DVU_2006"	""	"hypothetical protein"	"156"	"0"	"0.00583708838403117"	"0"	"0"	"0"
"2050"	"DVU_2007"	""	"nuclease"	"417"	"0"	"0.0156029862573141"	"0"	"0"	"0"
"2051"	"DVU_2008"	""	"hypothetical protein"	"135"	"0"	"0.00505132648618082"	"0"	"0"	"0"
"2052"	"DVU_2009"	""	"hypothetical protein"	"384"	"0"	"0.0143682175606921"	"0"	"0"	"0"
"2053"	"DVU_2010"	""	"ISD1, transposase OrfB"	"825"	"0"	"0.0308692174155495"	"0"	"0"	"0"
"2054"	"DVU_2011"	""	"ISD1, transposase OrfA"	"267"	"0"	"0.00999040127266873"	"0"	"0"	"0"
"2055"	"DVU_2012"	""	"hypothetical protein"	"186"	"0"	"0.00695960538096024"	"0"	"0"	"0"
"2056"	"DVU_2013"	""	"hydroxylamine reductase"	"1662"	"0"	"0.0621874416298705"	"0"	"0"	"0"
"2057"	"DVU_2014"	""	"metallo-beta-lactamase"	"1176"	"0"	"0.0440026662796196"	"0"	"0"	"0"
"2058"	"DVU_2015"	""	"hypothetical protein"	"129"	"0"	"0.00482682308679501"	"0"	"0"	"0"
"2059"	"DVU_2016"	""	"diguanylate cyclase"	"882"	"0"	"0.0330019997097147"	"0"	"0"	"0"
"2060"	"DVU_2017"	""	"ISDvu5, transposase"	"1242"	"0"	"0.0464722036728635"	"0"	"0"	"0"
"2061"	"DVU_2019"	""	"hypothetical protein"	"2070"	"0"	"0.0774536727881059"	"0"	"0"	"0"
"2062"	"DVU_2020"	""	"hypothetical protein"	"2499"	"0"	"0.0935056658441916"	"0"	"0"	"0"
"2063"	"DVU_2021"	""	"hypothetical protein"	"468"	"0"	"0.0175112651520935"	"0"	"0"	"0"
"2064"	"DVU_2022"	""	"hypothetical protein"	"3477"	"0"	"0.130099719944079"	"0"	"0"	"0"
"2065"	"DVU_2023"	""	"hypothetical protein"	"540"	"0"	"0.0202053059447233"	"0"	"0"	"0"
"2066"	"DVU_2024"	""	"hypothetical protein"	"1065"	"0"	"0.039849353390982"	"0"	"0"	"0"
"2067"	"DVU_2025"	""	"hypothetical protein"	"3552"	"0"	"0.132906012436402"	"0"	"0"	"0"
"2068"	"DVU_2026"	""	"hypothetical protein"	"591"	"0"	"0.0221135848395027"	"0"	"0"	"0"
"2069"	"DVU_2027"	""	"hypothetical protein"	"315"	"0"	"0.0117864284677552"	"0"	"0"	"0"
"2070"	"DVU_2028"	""	"hypothetical protein"	"228"	"0"	"0.00853112917666094"	"0"	"0"	"0"
"2071"	"DVU_2029"	""	"ISDvu2, transposase OrfA"	"399"	"0"	"0.0149294760591566"	"0"	"0"	"0"
"2072"	"DVU_2030"	""	"ISDvu2, transposase OrfB"	"843"	"0"	"0.0315427276137069"	"0"	"0"	"0"
"2073"	"DVU_2031"	""	"hypothetical protein"	"231"	"0"	"0.00864338087635385"	"0"	"0"	"0"
"2074"	"DVU_2032"	""	"ERF family protein"	"714"	"0"	"0.0267159045269119"	"0"	"0"	"0"
"2075"	"DVU_2033"	""	"hypothetical protein"	"1272"	"0"	"0.0475947206697926"	"0"	"0"	"0"
"2076"	"DVU_2034"	""	"hypothetical protein"	"366"	"0"	"0.0136947073625347"	"0"	"0"	"0"
"2077"	"DVU_2035"	""	"plasmid stabilization system family protein"	"288"	"0"	"0.0107761631705191"	"0"	"0"	"0"
"2078"	"DVU_2036"	""	"CopG family transcriptinal regulator"	"240"	"0"	"0.00898013597543257"	"0"	"0"	"0"
"2079"	"DVU_2037"	""	"cobS protein"	"975"	"0"	"0.0364818024001948"	"0"	"0"	"0"
"2080"	"DVU_2038"	""	"hypothetical protein"	"297"	"0"	"0.0111129182695978"	"0"	"0"	"0"
"2081"	"DVU_2039"	""	"hypothetical protein"	"276"	"0"	"0.0103271563717475"	"0"	"0"	"0"
"2082"	"DVU_2040"	""	"hypothetical protein"	"288"	"0"	"0.0107761631705191"	"0"	"0"	"0"
"2083"	"DVU_2041"	""	"hypothetical protein"	"996"	"0"	"0.0372675642980452"	"0"	"0"	"0"
"2084"	"DVU_2042"	""	"Fic family protein"	"795"	"0"	"0.0297467004186204"	"0"	"0"	"0"
"2085"	"DVU_2043"	""	"hypothetical protein"	"1602"	"0"	"0.0599424076360124"	"0"	"0"	"0"
"2086"	"DVU_2044"	""	"hypothetical protein"	"126"	"0"	"0.0047145713871021"	"0"	"0"	"0"
